,content
1587,어디서무서워해야할지 반전 같지 않은 반전 영호보기전 500원주고한 게임이더생각남
1588,영화에서 왠 슈퍼맨과 원더걸스 등장??
1589,나름 쏘우 따라한거 같은데 반전은 내용절반보면 예측가능
1590,내가본영화중에최악 이게진심코미디였나
1591,한국영화 잘 만들어졌음 아직도 가슴이 찡하면서 무거움
1592,되지도 않는 막스토리 머냐 감독누구야?
1593,대박 재미써용ㅋ범이오빠짱!규리언니짱!!정희언니짱!!범수오빠짱!! 대박나세용
1594,나름 재밌게 봤었는데 평이 별로인듯 ㅎㅎㅎ
1595,그냥 쓰레기
1596,생각했던거 보다 재미있었음~
1597,그냥 시궁창ㅡㅡ
1598,신선한 소재
1599,시시하다 뭥미...
1600,코미디라고 생각하세여
1601,마지막 반전 뭥미ㅋㅋㅋㅋㅋㅋ
1602,뭐..... 그닥 약간 시시한듯한 공포..... 나름 볼만하긴하네
1603,내가 본 한국영화중에 손꼽힌다 진짜 스토리 재밌던데
1604,친구가 보자고해서 봤다 그리고 친구한테 돈 을 받았다
1605,조금 생각하고 봤지만 아무생각없게 만드는 영화
1606,볼만해요~
1607,아.... 내가 친구 영화 비까지 내줫는데 내가 미안하게 만드는 영화....
1608,오랜만에느꼈다 너무 재밌는데ㅎㅎㅎㅎㅎㅎㅎ
1609,나름 괜찮았음.
1610,볼만했음
1611,역시2 달만애 만들어서 싸내요 다크나이트처럼 2년처럼 길개만들어야 대박 치지
1612,웃고싶다면 보시오...
1613,정말 쉬지도않고 고생많으셧습니다
1614,한국 공포영화의 허무함은 있었지만
1615,이것도주기힘듬 솔찍히 무슨스토리가 너무싸네요싸
1616,저두 학생신분이라 그런지 와닿던데요
1617,교육계의 어두운 면을 여실히 보여준다
1618,전 나름 재밌게 봤습니다. 우리나라의 교육을 비판하는 내용이 담겨 있는거 같더군요.
1619,이범수 연기잘하던데..김범이랑남규리~나름 볼만했음~ㅎ
1620,쏘우라도 따라한건지 뭔지... 정말 재미없었음.
1621,인간의 환상이 귀신을 만든다.. 최고!!
1622,장난해? ㅡㅡ ;;;; 완전별로 조조할인으로봤는데도 돈이아까움...아놔
1623,최악 동생이 보자고 해서 봤는데 내용이 전혀없다는 -ㅅ-
1624,어느정도 볼만했다는;;
1625,최악.............................
1626,이게 영화냐?-_- 그래도 마지막 크래딧이 젤 볼만했음.
1627,규리누나 볼려고갓는대 잔인해서 눈도못뜸 ㅡㅡ;
1628,역시 우리나라 공포영화다...ㅋㅋㅋ
1629,일단 볼만 했다는
1630,인간이 때론 귀신보다 더 잔인할 수 있다는 것을 보여준 영화! 나름 괜찮았던 영화!
1631,재미있음 하지만....남규리 연기 .좀 어떻게 해야지;;;
1632,공짜표가 있어서 보긴했지만... 역시나... 공짜표로 봐서... 이정도 별점 줌...ㅋ
1633,무서웠움
1634,i think its gonna be fun!!!  Wait!!! it is!!!
1635,생각없이 기대없이 본 영화였기 떄문에 괜찮았다
1636,나의 별점은 크레딧 올라 갈때 나오는 장면만을 위한 것이다.  최고!!
1637,차라리 코미디로 만들었으면....
1638,탄탄한 스토리에 비해 여배우들의 연기력이 형편없어 아쉬운 영화
1639,개인적으론 너무 재밌었어요..... 남규리의 연기가 아쉽지만...
1640,다크나이트가 비웃내요 ㅋㅋㅋㅋㅋ 피식
1641,흠..뭐라고 표현이 힘드네요..기대를 너무 해서 그런지 생각보다는 조금 아쉽네요..
1642,재미없을줄 알았는데 생각보다 괜찮았음..무섭진 않아요
1643,이 영화의 완성도를 믿을 수가 없고 흥행을 믿을 수가 없고 평점도 믿을 수가 없다.
1644,짱짱짱
1645,좋은영화인듯. 제 입장에선..
1646,제나이에 안맞아서그런지 조금잔인하긴햇지만 재미있었어요
1647,재미있어요  ㅋㅋㅋ
1648,너무 재미있어~ 김범도 나오고
1649,솔직히 쫌 별루인듯- _-;;; 괜히 본듯한느낌..
1650,공포영화에선 제일재밌었다. 지금까지 공포영화랑은 뭔가가다르다.
1651,규리언니의 연기는 좀 어색....결말도 좀 어색...
1652,재미없다 유치하고 후회 ......돈이 아까웠다
1653,제작진에겐 미안하지만 한달뒤에 아니 보름뒤에 비디오 나올 영화입니다.
1654,말도 않돼는 스토리
1655,말도안되는 부분이좀잇엇지만 스릴잇고 보는내내긴장됫음 ㅋ한국공포치고 이정도면 뭐
1656,무섭지도 않고 잔인하지도 않고 반전도 충격적이지 않고... 이범수 연기만 볼만하다.
1657,억지 스러운건 있는데 스릴있고 갱찬았음
1658,역시 쓰레기 영화.강당에 분홍색 한자종이 누가깔은거야..역시 한국영화쓰레기
1659,방송 케이블은 이해해줄게
1660,재밌다.
1661,보는도중에는 나름 몰입 그러나
1662,할말이없음 쓰레기란말밖엔..
1663,정말 무섭다.... 이걸 영화라고 만든 감독이 너무무서워 잠을 잘수가없다...
1664,정말 안 무서워요 반전이라고 하긴 좀...
1665,보는내내 긴장감을 놓치지않았어욬ㅋ 남규리씨도 연기 첫작인데 굳!
1666,완전재밌어!!!!!
1667,정말 최고의 공포영화
1668,완전재밌음 스릴넘침!!
1669,괜찮던데 뭐 .. 그렇게 재미 없지 않았어요 볼만했음 추천
1670,무난함 근데 다크나이트 볼껄 하고 엄청 후회함..
1671,남규리 홍보 하도 해대서 봣는데 아놔--- 내돈..
1672,재미 없을 줄 알았는데 그래도 볼만하던데 ㅋㅋ
1673,이거  모임;;;  끝나고 귀신같은애 하고 경비하고 라면 먹음;;;
1674,재미가...없다..배우보고보로가는영화인듯...
1675,제가 공포영화를발못보는데 눈가리고열시미잘봤어요 ㅎㅎ 재미있었어요 특히마지막?ㅎ
1676,넘잼낫어요특히 김치넘익엇다~~ ㅋㅋ
1677,예고편 보구 재밌겠다 싶어 봤는데- 무서운 장면은 다 예고편에 들어있더군요-
1678,잔인하기만하고
1679,정말 재미있었어요 전 오늘 봐서 너무 늦게 봤는데 ㅋㅋ 그리고 남규리씨 예쁘시네요
1680,남규리씨 연기가 조금 아쉬웠었어요 
1681,자~~ 규리야 노래나하자
1682,줄거리가 재밋긴 재밋는데 편집도 쩔구 별로 무서운영화라곤 말못하겟네여
1683,기대하고 안보면 정말 놀라운영화! 개인적으로 한국의 배틀로얄이 잠시..생각났어요
1684,진짜 잼없음 이거 이범수가 학생 돌맹이로 머리 찍을때 빼고 잼 없음 그때가 최고였음
1685,생각보다 스릴있고 재밌었음.. ㅎㅎ
1686,전혀 무섭지 않은 공포영화
1687,good!
1688,진짜 남규리 연기 못하네 재미없다 ㅋㅋㅋ 망햇네이거
1689,이렇게 안무서운 영화는 처음..재미 제로..
1690,정말 연기도 다잘하시구 정말 스릴있어요..
1691,안무섭다..규리언냐연기좀못하는듯
1692,나름 괜찮더라. 근데 개연성 부족?
1693,한국영화같지않은색다른스토리였음 재밋었음!!!
1694,처음시작할때 황천가튼데서 책휘날리는장면빼고재미업음.
1695,무표정으로 입장 무표정으로 나옴
1696,봣는데 재밌는것 같음~~
1697,스토린 괜찮은데 귀신들은 귀엽더라ㅋㅋ 7.5면 적당할듯
1698,진짜최고~~~~~~~엄청재밋어요~~
1699,ㅋㅋㅋㅋㅋ그래도나름재밌었는데다시한번보고싶은영화
1700,일단.. 공포영화가 시시하다;;;;
1701,재미도없고
1702,어디서 공감을 해야하는지ㅡ?
1703,내가 본 영화중 ... 가장 재미있는 엔딩크레딧 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1704,재미없는영화
1705,전 다크나이트보다 재밌었어요 ㅋ
1706,그냥..볼만했는데.. 뭔가 부족한느낌.. 귀신이 별로 안나와 ㅠㅠ
1707,내용이 예측이 되었고... 잔인(?)함으로써 공포를 주는 것은 쏘우보다 덜한 거 같다.
1708,오호. 솔직히 지루하고 별로 무섭지 않은 다른 공포영화들보다 훨 낫다. 맘에 든다
1709,마음에들엇어..요..ㅋ
1710,스릴잇어요!
1711,생각보다 스토리와 마지막 반전이 마음에 들었던 영화
1712,20%부족한듯 연기는 처음치곤 좋았지만 않무섭다는게좀... 마음에 걸리네요.
1713,한국 공포영화 치곤 꽤나 괜찮은 영화 막판 쓰잘때기 없는 반전아닌 반전에 점수 감점
1714,공포는그닥이지만... 나중에다시보고싶은영화?? 재밋슴... 남규리이쁘게나와서좋음 ㅎ
1715,나름재미잇엇구괜찮아요 ㅋㅋㅋㅋㅋ
1716,볼만햇어요. 85분인데 시간이 너무 짧아여 ㅠ 포토 4번째 사진은 참고로 안나옴 ㅋㅋ
1717,머니이게... 한국공포영화는 참...
1718,ㅡㅡ;; 아 한국판 킬위드미 쏘우....
1719,뭔가 부족했지만 매우 재미있었다.. 서든의 칼전을 보는듯한 ..
1720,내생애 최악의 영화 무섭지도않고 반전도 없는 공포영화 왜 이렇게 평점이 높은지
1721,멋져ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1722,나름 괜찮던데요? 스토리도 괜찮고 연기는 조금 부족했지만 못볼정도는 아니었어요
1723,우왕 굿
1724,딴거 다 필요없이 엔딩크레딧은 꼭 보세요;;ㅎ
1725,문제푸는거이해안가고연기를못해서몰입도안되고쏘우는무섭기라도하지보고나서짜증났음
1726,관객도 문제를 풀 수 있게 유도해야했다. 공감대 부족. 역시나 그저그런 공포영화.
1727,그래도 별로 크게 투자 하지 않은 영화인데 이정도면 대박이죠
1728,약간의스릴러  ㅋㅋㅋ
1729,솔직히 기대는 안했지만 재밌어요!
1730,재밋엇던부분도잇엇는데 첨엔재밋다가갈수록재미없엇음ㄷㄷ
1731,이범수빼고 연기력이...............
1732,진짜잼잇음!추천ㄱㄱ!!
1733,재밋고 슬프고 징그럽고 무섭고 참 많은 감정을 가지게한 영화같아서 좋았습니다.
1734,ㅡㅡ 재미없어 남규리만 보다 나왓음 ㅇ
1735,재밌게 봤어요~
1736,무대인사봤는데 나름재밌음
1737,무섭고도재밋네요 ㅠㅎ
1738,이영화 보고 진짜 실망 햇습니다.. 거의 첫번째로 공포영화에 관심 가진 거였는데
1739,심심해서 말했다가
1740,돈 아깝지않은 영화예요 오랜만에 무서운 공포영화 한편 봣내요 ^^ 중간만 잔인^^;
1741,만이징그러움ㅋ보다징그러워서 나간사람도많을정도..!! 정말 재밋엇음
1742,굿
1743,깊이생각하면좀이상한부분도있지만ㅋㅋ볼만했음 남규리도연기잘하구..ㅋㅋ
1744,이정도면
1745,영화 끝나고 욕나왔음...이게 공포영화야? 코믹물이지
1746,무서운건지 아니지는 모르겠지만 그래도 재밌음...
1747,약간 코믹적인 영화..
1748,분위기 완전 무너뜨리는 영화.. 영화곳곳에 코믹장면들 넣은 의도가 궁금
1749,재밋다
1750,남규리 화보집ㅋㅋㅋ
1751,내인생 최고의 코믹스릴러 영화...말을해줘야죠 공포영화아니라고 괜히봣네 아놔 -_-
1752,특히 윤정희씨 연기좀 배우셔야겠네요
1753,그저 그랬던거 같아요..
1754,스토리는진짜괜찮든데ㅋㅋ 마지막에끝날때가약간 허탈해서그렇지^^;; 돈안아까워요
1755,기냥저냥 볼만했는데 ㅋㅋㅋㅋ 근데 이게 쏘우하고 배틀로얄하구 비슷하지도 않더구만
1756,재미없어
1757,완전쓰레기 돈정말아깝고 내가만들어도이것보다더잘만들겠다
1758,킬위드미랑 약간 레파토리가 비슷하던데.. 차라리 킬위드미가 낫다고 생각함. 유치해.
1759,내생에 이런병맛같은영화는처음... 영화보면서시계만5번이상봄.아진짜 ㄴㄴ임이건
1760,지금 막 보고오는길~ 울나라 공포영화치고 괜찮던데~^-^ㅋ;; 함 볼만함~~~
1761,현실성은 전혀 없지면 영화니까 재미로 봤다 ㅎㅎ 무섭다 ㅎㅎ
1762,전 상당히 재미있게봤어요~ 반전 덕분에 뭐; 귀신이야기인줄 알았음 처음에 ㅋㅋㅋ
1763,왜 여고생들은 속바지도 안 입는거야 - -
1764,전형적인 한국 공포영화의 답습. 규리야
1765,기대가 컸던만큼 실망도 큰 영화
1766,나름 반전도 있고 몰입도도 괜찮고 재미있던데요 ``..
1767,마지막완전실망
1768,진짜재미있던데^3^
1769,탄탄하지는 못했다....문제와의 개연성보다는 그저 복수에 초점을 맞춘 영화
1770,남규리가이뻐서준다
1771,남규리 국어책 읽기 잘하겠음...몰입이고 나발이고 다 깨버리네
1772,김범 왔는데 돈보고 연예인본기분^^진짜 안무서워요....소름끼치는건 좀 있지만??
1773,기대치를 완전히 0으로 만든영화 광고만 잼잇는 실제로보면 웃긴영화임
1774,이범수는 조아하지만 0점주고싶어.ㅡㅡ......정말최악!!!
1775,한국공포영화치곤 잼있어요 ㅋㅋ 근데 약간 학원물이라 배틀로얄같은 느낌이..ㅋㅋ
1776,이거보고 돈아까워죽는줄알았음 ^^;
1777,돈이 아깝지는 않았어요~ 괜찮게 봤음~
1778,한국공포영화 맥을 이어가서 다행....공포물은 역시...학교에서..
1779,재밋겠다
1780,난 재밌게 봤는데;;;
1781,설마경비실아저씨가아빠겟어?했는대 아빠였음....헐
1782,하나뿐이였던 한국공포영화 재밋었어여~ㅋㅋ 또 이런거 만들어주세영
1783,마철이 나와서 만점준다.
1784,볼만해
1785,허무~..돈주고 안봐서 매우 다행.. 마지막 사발면신 코믹이야?;;;;
1786,김범형이랑남규리누나 연기정말잘하던데요 ^^무섭고재미잇엇어요
1787,재미있었습니다 ^^ ㅎ 고死
1788,괜찮은데
1789,별점 둘은 순전히 이범수氏 몫......
1790,잼서요 실패작? 영화관심없는사람이
1791,따라잡기 실패작.남규리 연기 너무 소름끼치더군요.너무 어색해서 소름이 다 끼치는..
1792,수없이 공포영화를 봐왔지만 관객 비명소리 못들어본건 처음이네ㅡ
1793,윤정희 발음때문에 나는 코미디인줄...떤땡님 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1794,깜짝깜짝놀래고ㅋㅋ 재밌어요 ㅋㅋ 엔딩이 반전인가요?ㅋㅋㅋ
1795,사람들은 별로라는데 전 왜 재밌을까요..ㅋㅋ엔딩도 웃기고 약간 쏘우feel도 나요ㅎㅎ
1796,작년에 개봉했으면 평점이 이거보단 더나왔다. 한국에서 이정도 영화가 나온건 성공
1797,저질한국영화
1798,한 마디로.. 개그다
1799,문제 맞춰도 죽이네? 어설프게 쏘우 따라한 고어영화
1800,아 남규리 존나이쁘다 진짜
1801,나름재밌었다!?
1802,영화는괜찮은데 연기력이 ㄷㄷㄷㄷ
1803,봣는데스릴잇고재밋더군요 ㅎㅎ
1804,글쎄... 공포영화를 잘보는편이 아닌데 무섭지도 않았고..
1805,오랜만에 별 5개짜리 한국영화가 나왔네요 돈쳐바른 다크나이트보다 훨씬 재밌음
1806,아주 재밌는것도 아니고 아주 재미없는것도 아닌?ㅋㅋㅋ
1807,이거 대박 재밋어요!!!!!!!!!! 아 진짜 완전 잼잇엄음
1808,솔직히 이범수 연기력 믿고 고사보러갔는데 다른분들 연기력도 좋았어요
1809,볼만하다..긴장감있고...엔딩크레딧 진짜 웃긴다;;;
1810,되게 재밌던데 ㅡㅡ 무섭고
1811,ㅈㄴ 유치햇음
1812,나름 재밌었음 ㅋㅋ 무섭다기보다는  쫌 징그러움 근데 뭔가가 부족...
1813,잼있어요~무섭구슬펐엉 ㅠㅠ그리고웃김마지막에ㅋㅋ김치ㅋㅋ
1814,ㅡㅡ존나 무섭드만.. 보다가 무서워서 뛰쳐나갈뻔했는데 ㅋㅋㅋㅋㅋ
1815,찍느라고생한값
1816,재미없을거란 생각을 깨버린 영화랄까......나름 재밋긴하던데?
1817,마지막 장면이 잊혀지질 않는구나... 영화를 코미디 영화로 바꿔버리다니
1818,최고엿어용다연기너무너무잘해주셧어용>_<♥
1819,ㅡㅡ 애들은 왜죽은거야 이해안대
1820,이건 호러물이 아니라 고어물임 -_-^
1821,전혀 기대 안했는데 괜찮았어요~! 끝부분이 대박? ㅋㅋ
1822,괜찮았던영화
1823,디워에 버금가는 대작!!(나도 시나리오 작가나 되볼까 생각중)
1824,에효;...스토리 ..별짓다해서죽이도라구요.... 남규리도 연기지지로못하든데
1825,볼만했어요 ㅜ.ㅜ
1826,쓰.레.기.
1827,그냥..볼만했다반전도재미있어고
1828,스토리에 뭔가 억지스러운 면이 보인다. 범인이 쉽게 보인다;;;
1829,반전?을 얼핏 알고 봐서..ㅠㅠ 쏘우랑 비슷한 면이 좀..
1830,연기 잘하는데 ...
1831,7점대 영화는 절대 아니라고 본다.
1832,연기 쩔어..ㅋㅋ진짜 내생에 이런막장영화처음이다ㅋ아 아무튼 무섭긴커녕 코믹영화
1833,남규리연기진짜못하긴한데..-.-연기자가아니니까
1834,정말 볼꺼 없었음 남규리 연기 진짜 못함
1835,시작하나보다 하니까 끝나더라 연기도 어색하고--(이범수씨빼고)
1836,괜찮던데...
1837,적당히좀 해라.
1838,반전 영화 많이 봐왔지만 영화 상영 10분만에 범인 알아 차리긴 처음
1839,무섭다기 보단 그냥 재밌어요 스토리 탄탄하고 ㅎㅎ
1840,생각보다 매우 괜찮았음!
1841,ㅡㅡ 이게영화냐? 뻔히보이는스토리 뻔히보이는 이야기 공포가아니라호러다 ㅡ
1842,한국 공포영화 첫 타자치곤 제법 괜찮은 편.. 정말 볼만하다 ㅊㅊ!
1843,반전이 최고였는데 생각보다 무섭지 않았긩
1844,한국식 공포영화 치곤 재밌네요
1845,우리나라 공포영화치고 괜찮음 볼만했음
1846,볼만했다 이래저래안따지면  또 간만에 여자친구랑 본공포영라서
1847,남규리 때문에 봤다~ 놈놈놈보다 훨씬 낫더라.
1848,5점줄라다가 마철이횽때매 1점더준다
1849,무서운건 딱 질색이지만..재밌었다
1850,한국영화의 고질병인 지루함을 못느꼈다... 모처럼 한국영화의 가능성을 볼수있었다
1851,로그인하는거 처음이다. 곰플레이어에서 무료영화로 하거든 보길 권장한다..-_-
1852,ㅋㅋㅋㅋㅋ남규리씨가좀말투가어색해여...ㅋㅋㅋㅋㅋ김범좋앗어요~
1853,규리 연기는 좀 떨어지고..소리는 잘 지르네여~ㅎㅎ영화 내용 괜찮았습니다
1854,생각보단 괜찮음 남규리 연기 구림 개연성 떨어짐
1855,내가진짜 영화보고 첨으로 돈아까웠다..
1856,"재밌긴했는데 엔딩에서 왜웃기게함?? 이해진짜안됨.. ""김치가너무익었다""뭐니이건"
1857,진짜 최대 7점준다. 뻔한스토리 귀신분장은 또 왜케웃기는데 ㅋㅋ
1858,굿
1859,쉴틈을 안주고 놀라게 해주네요 이거 재미없다는사람 뭥미?
1860,완전 좋아요
1861,완전 잼뜸!!
1862,재미있었어 기담이후로 무섭게봣음 ㅋ
1863,솔직히 어이없는 설정들이 이해가 안됨. 걔는 남규리를 왜 노린건데??
1864,난 재미있었씀
1865,올여름 한국공포영화 고사 ㅎ 대박나세요
1866,중간중간에 놀라는거빼고는 별거없없는데 걍 만점줄께요.ㅋㅋㅋ
1867,나름 볼만하고재밋엇음
1868,아나 평점보고 괜찬을까해서봤는데 뭐이러냐 영화가 연기도 별로고
1869,스토리를 떠나서 남규리
1870,범인이 스스로 모순을 만들어. 문제 다 풀면 뭘 알 수 있는건데?
1871,공포영화가 이거밖에 없어서 봤는데.. 이건뭐 코믹이야 공포야
1872,재밋다 ㅋ 또보고싶다 ㅋ
1873,-_-.....추천.......안함........안무서움..........
1874,저 어제 봤는데요 너무 무서워요......
1875,영화 찍지 마라
1876,남규리연기진짜못봐주겠다이범수나와서기대했는데별로...실망
1877,돈주고 보기 아까운 영화!!
1878,실망이다... 이범수가 택한 첫 공표여서 기대했는데...
1879,일점도아까움장난치나보다잣음남규리팬만보는거임진미없음돈영화표값이랑팝콘갋아까움
1880,반전도 시시했고 내용도 별거 없었다 그냥 시간 때울거면 딴거 봐라
1881,그냥 볼만 했음
1882,ㅋㅋ귤이랑범이랑사기는거아님?키스신은?십이세같음ㅋㅋ그래도잘봄????
1883,규리양 땜에 봤지만
1884,월E랑 고사 둘중에 이게 낫다..ㅡㅡ 월E 이건 개미수준을 못넘더라
1885,월-E와 고사를 고민하면서 고사를 봤습니다만.. 아쉽네요.
1886,남규리도 이쁘고 ... 반전굳
1887,반전을 아냐고
1888,재미있게봣어요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋ
1889,재밋게 봤음.
1890,쵝오였음 ㅋㅋ
1891,그냥뭐..볼만하다
1892,규리누나 정말  최고였어요 ^^*
1893,규리 누나짱~~~이뻐이뻐이뻐
1894,키스씬 어디갔긔?깜짝놀랬고 마지막 대박...컵라면먹으면서..어쩄든..무서웠음ㅠㅠ
1895,별로///////// 하품하면서 봣ㄷㅏ//어느정도 예상할수 잇는 반전;;;;;;;;
1896,제가 원래 무서운거 좋아하는 타입은 아니지만..슬프기도 하고... 하여튼 추천합니다!
1897,진짜무서웠어요!원래무서운거잘보는편은아니지만진짜보고울었음ㅠㅠ
1898,제가 공포영화는진짜 못보는데 친구가쫄라서봤는데 엄청 안무서움 ㅡ_ㅡ...
1899,할수있는게 이말밖에 없다.  줄수있는건 이점수밖에 없다.
1900,이영화를 재밋게봣다면 영화를 볼줄모른다는건가 ...........................
1901,주워다가 짜깁기 한것같고
1902,잼게 잘봤는데.................
1903,스토리도 부진. 남규리는 너무 이쁜척만. 김범은 발연기. 이범수때문에 참고 봤다.
1904,그럭저럭........뭐..
1905,난 그냥 골고루 좋았던거같음..;;내생에 최고의영화..!재밋던데..
1906,이렇게 평점이 놓은 이유를 모르겠다..한국의 공포영화는이대로 죽어가는가..
1907,관객의 80%가 학생..소재가 학교라 먹혀들었나보다. 2008 최악의 영화중 하나.
1908,규리누나 넘이쁘고요 잼썼어요 ㅇ_ ㅇ ㅋㅋㅋㅋ
1909,무섭지도 웃기지도 않다 감동도 재미도 없다 스토리 아쉬움 엔딩이 그나마 살린 영화
1910,난 무섭던데
1911,뭐야 이거......진짜 어이없는 영화;;;;;;;;;;
1912,마지막 장면의 부부의 모습을 잊을수가 없다
1913,마무리가 많이 아쉬웠다. 일 다벌린 담에 하나도 처리 안하고 자살하는 느낌
1914,오랜만에 최고의 공포영화
1915,볼만하구요~좀 잔인하구 반전도 있고 좋았어요^^*
1916,무섭다기보단. 잔인했구요. 볼만하긴했어요.
1917,그냥 볼만했는데 ^^; 왜들그러지
1918,재밌어요 ^^ 
1919,공포영화가 아닙니다..스릴러물..귀신은 개뿔
1920,별로다.
1921,단순 제시형 스토리.. 살짝 맛이 간 학생은 훼이크..
1922,차라리 귀신이 나왔으면..자식을 가진 부모였던 사람이 자식 또래를 살육할 수 있지?
1923,카피 영화? 코믹공포물? 좀 어이가 없죠...
1924,이게영화임 ?쓰레기지  - - 평점왜좋은지모르겟다 완젼 OOO기영환데.ㅋㅋ
1925,"나처럼 1%도 기대 안하고 보면 ""볼만하네?"" 이정도"
1926,코믹공포물??? 황당함
1927,진짜보면서 내가여기왜앉아있지? 팝콘 다뿌릴뻔한영화
1928,완전 코메디다 코메디! 보는내내 웃겨죽는줄알았다. 어떻게 착신아리3보다 더 재밌냐
1929,볼만해 남규리머리왜잘랐니.
1930,재밋던데요?
1931,스토리도
1932,ㅋㅋ스토리는뻔했지만 소재도 참신했고 영상이 좋았어요~ 지금까지본것중 최고
1933,소재도 괜찮고 초반에는 재밌었지만 뒤로 갈수록 뭔가 빠진 느낌이 드내요.
1934,남규리자꾸교복입고홍보하는거불쌍해서봐준거임
1935,진짜 재미있었음~마지막 반전짱~@@
1936,기대하고봣는데도재밋엇구스릴잇고 ㅋㅋㅋㅋ암튼괜찬은영화임
1937,기대안하고 봤는데 너무 재밌어요 별로 무섭지 않았던 점이 저는 더더 좋았어요^^
1938,훔..훔..훔....ㅋ이것도 저것도아님.
1939,어색한반전이엿지만그래도너무즐겁ㄱㅔ본영화진짜볼만함꼬옥보셈
1940,그래도 한국공포영화 치곤 나름괜찮았다.그런데 공포영화치고 긴장감이떨어진다
1941,억지반전이 어색하지만 잘만든 공포영화인듯
1942,남규리가 이번에 처음연기를했는데 처음치곤 잘했고 내용도좋았고 기억에남을영화에요
1943,저13살인데이범수나와서엄마한테졸라봤습니다.진짜 재밌어요이범수연기가눈에띄입니다
1944,쏘우같은영화? 나름색달랐다. 볼만함.재밌음~
1945,하나도안무서웠어요 ggggggggggggggggggg
1946,왜 한국영화는 9점넘는게 이렇게 없을까? ㅋㅋㅋ 재미완전 있구만
1947,재밋다 이거봐
1948,첨에진짜무서웠는데젤마지막에ㅋ컵라면먹으면서대화함무서우면서도잼있는영화였어요
1949,나름 볼만했음.
1950,본 공포영화중에 손에 꼽을많금 재미가 없습니다...
1951,그럭저럭볼만했던영화입니다
1952,완전 저질..공포라기보다 징그럽다...친구가보자해서 밨는데...졸라 욕했다
1953,잘본듯
1954,잘본듯 너무많이죽어서 아쉽긴하지만
1955,수많은학생이 2명까면 되는데 모하자는거? ㅋㅋ 촛농으로 사람을죽여 ㅋ
1956,눈에 뻔한 반전 너무 어설프고 공포감 또한 실망입니다.
1957,기대이상의 공포영화
1958,내용은 볼만 했지만 남규리 연기 졸라 어색하드라;;ㅋㅋㅋㅋ
1959,생각보다 괜찮았던 공포영화
1960,별로 무섭지도않고 이게 반전인가 싶을정도로 뻔한반전..
1961,스토리는 괜찮았지만 무섭지 않은 공포영화.. 남규리의 딱딱한 대사가 한몫했다
1962,완전 싸이코 패스가 되기엔 지원이 부모의 지나친 살육과 계획성에 대한 근거가 부족.
1963,우훗..꼴찌는 잴 맘편하겠군...
1964,너무나무서워서요
1965,학원 공포물에 대한 딱 50점짜리 답안.
1966,평점좋네..한국삼류공포영화. 여친땜에봤는데 저랑은 안어울리는영화네요.
1967,경쟁적으로 공부하는 고3생에게 생기는 부작용을 영화로
1968,연기논란 있었지만 내용도 그렇고 잼있었음 생각보다 넘 괜찮음
1969,별루 잼없음 돈만 아까움!
1970,범수형연기가 돋보인다..규리누님얼굴보는재미로 끝까지..
1971,마지막에 진짜 코미디인줄 착각햇다
1972,차라리 한국 고어 영화의 새 장을 열었다고 해요... 보고 나면 기분 나빠지는 영화
1973,이건 머 공포영화도 아니고 머야;; 괜히 시간 날렸다는..돈아까움..
1974,왕유치
1975,범수님 빼고 조금 연기가 허접하지만
1976,난 나름 재미잇게봣는데 ㅋㅋㅋ 재밌어요 ㅋㅋ
1977,내가 그동안 한국영화를 봤던 것중 가장 재밌고 완전 최고 한국판 쏘우!!!!!!!!!
1978,너무나 유치한 연출
1979,생각보다 괜찮았다.
1980,오랜만에시원했다~역시여름은 공포영화다!
1981,반전 괜찮고~~한국판 쏘우를 보는것 같아~~추천이요^^
1982,정말재밌네요 ! ㅋㅋㅋ 반전도 좋구 ㅋ여름에 보기딱인거같아요 지존추천합니다 !ㅋ
1983,짱잼있음 1점주는분들은 학교서 맞고 여기서 하소연중이라는 ~
1984,휴~남규리 연기도 문제지만 윤정희 발음부터 고치길..
1985,진짜 재미있었어요 짱
1986,168시간의 공포 란 소설이랑 내용 완전 비슷 -_-
1987,잼없다고 하시는 분 많은데 저는 친구랑 진짜 잼잇게 봣는데 반전도 좋앗던거 가튼데
1988,솔직히.. 재밌었음.. 남귤양의 연기는 어색했지만..! 마지막은 웃겨요ㅋㅋ
1989,별로 무섭지는않고 너무 잔인한것 밖에 없고 완전 스승의 은혜 15세로 줄여놓은거같음
1990,볼만했는데 마지막에좀 허무;;?마지막에보고19세영환줄알았음ㅋㅋ 그 목조르는부분
1991,학교건물 내부라는 작은 스케일가지고 괜찮은 스릴감을 주는 영화였어요
1992,남규리 연기가  살짝 어색했찌만  넘재밌게잘봤따ㅋㅋ
1993,남규리 어색연기 빼고 잼썻다..마지막엔딩크레딧때 감독의센스 돋보였음!!
1994,어쩔수없이 갔는데 다른공포영화보단 볼만하던데 근데 남규리씨 연기가 너무 어색하고
1995,공포영화였던것 같은데
1996,확실한건 남규리 팬이면 꼭 보시고 아닌데 보면 후회한다늣것 ! 진짜 돈아까웠음
