,content
299,솔직히 저는 별로였어요. 차라리 그러면 더 좋지 않았을까하는 부분들이 많이 있었네요. 그래도 배우 중에 주인공은 예뻤네요. 그것만이 진실
300,영화 끝나고  웃는 썩소? 표정 해봄 ㅋㅋㅋ 오우 무서워.
301,시시했음. 차라니 얘넉 삼각관계가 더 흥미로웠음. 남자쓰렉
302,2탄을 기대해 봅니다.
303,생각보다 그렇게 무섭지는 않았지만 현실에서 일어날까 무서운 내용이었다 후
304,예고가 전부.. 그리고 스토리가 잘 안이어지는 느낌..
305,결말 무엇 .. 인시디어스 결말처럼 고구마 느낌
306,무섭지도않고 스릴도없고 노잼이네요
307,웃는거 아직도 소름. 올리비아 결국.. 인간적이긴하네
308,이런영화좀내지마제발
309,믿고보는 블룸하우스 작품.
310,재미쪄엉 답답하지만 굿
311,평점 알바는 존재한다.기존에 봐왔던 공포영화와 똑같다... 식상한 소재 식상한 그래픽 식상한 연출..한마디로 시간낭비
312,자
313,평점 왜케 높냐 이거? 속지마라
314,공포영화보면서 잔적이없는데 이건정말자버렸다
315,나름 재밌게 봤으나
316,예고편이 다인...거기다 위자 짝퉁 느낌...위자는 조금이나마 무섭기라도 했지...
317,알바 왤케 많아ㅡㅡ??
318,와..평점 왜이렇게 높아..실망 그 자체
319,나진짜 평점 안쓰는데진짜 노잼임 코믹영화인줄 진짜보지마세요
320,이거 10점 준 놈들 저주한다 진짜
321,처음부터 끝까지 갖고놀았다. 올리비아의 이중성이 잘드러나고 충분히지렸다
322,노잼이고 뜬금없는 장면들로 인해 웃긴 영화
323,장난하나 진짜 기대한만큼 저급해서
324,저 순간에 내가 있었다면 하는 생각이 들정도로 몰입해서 보게된다
325,웃지마.. 요실금 생기것다.. 웃지마라 ㅠ.ㅠ이름 부르지도마 ㅠ.ㅠ 제발
326,보는 내내 올리비아땜에 암걸리는줄알았다.;;;  지들 살라고 유튜브에다가 전세계 상대로 게임거네 ㅋㅋㅋㅋ 와 진짜 극발암이다.;; 올리비아같은 여자는 만나면 안됨
327,예고편만 봐도 무서웠는데 역시나 무서움 ! !!
328,이따구 영화랑 파이널데스티네이션 1편이랑 비교하지마라. 기분나쁘게. 이게 뭐니?
329,저 이런거 안남기는 사람입니다..평점이런거 사실 신경안쓰고 보는데요..정말..평점알바가 존재하나봐요 ㅜㅜ정말 퀵클리한 스토리전개....사실 무섭다기보다ㅜ어이없어서 계속 웃음... 웃긴건 극장안에 사람들도 다 어이없어...
330,역대급 OO노잼 영화 클레멘타인급
331,겟아웃 해피데스데이 제작진이라고 해서 기대했는데 최악이네요징그럽고 무섭기만하고 결말도 최악이고...실망스럽네요
332,예매하기 전에 내 글 보면 고마워해라..나도 한국영화만 알바있고 평점조작이있는줄알고 봤다 너무 유치하고 졸작이다.애들아 돈 날리지마라
333,ㄹㅇ 지뢰임 도망가세요 여기 댓글들 다 알바인가?? 진짜 소름돋게 재미없고 개연성 똥이고 완전 B중의 B급 영화임 정말 보지마세요.. 시간 많고 할 일 없고 어떻게든 시간은 뻐겨야 되고 뭐라보 봐야겠는데 이거 추천 ...
334,이게 왜 8점인가???좀더 낮아야 된다고 본다.그러므로 1점준다.
335,나만 지루한가..전혀 공포감도없었고 긴장감은 조금있었나? 마지막 결말도 황급히 빨리 끝낸것같음. 아주실망적이었던 영화임
336,인간 내면을 들추는 점이 참신하고 볼만하군요
337,내용이유치하지만 신선했네요솔직히 잘봤음
338,공포 장르인데
339,한마디로 SNS판 행운의 편지
