,content
292,결국 오스카는 이엘리의 하인이 되었다.ㅎㅎ
293,미국편을 먼저봤다. 미국편보다 더 불편하고 적막하다. 근데 더 아름답고 처연하다. 왜인지 모르겠다.
294,현실은 현실을 구원하지 못했다. 현실을 구원한 건 판타지였다. 너무나 현실적인 판타지. 너무나 아리고 슬픈 사랑의 판타지. 세상을 그려내는 새로운 방식에 마음이 먹먹.
295,와우...지금 두번 보고 있는중...
296,끝나지 않는 고독속 순결한 희생.인생은 혼자 또 같이
297,그래
298,동화같은이야기.순수하지만순수하지만않은.
299,아.... 이엘리.... 너의 이엘리..
300,너무 아름다운 영화. 카메라가 멈추고 눈내리는 장면까지도 그저 다 서정적이고 아름다웠음.
301,수많은 뱀파이어물이 영생의 고통을 얘기하며 드라마를 만들었지만
302,몽환적인 분위기와 연출은 좋은데 후반부에 조금 이해하기 어려운 컷연결이 아쉬웠습니다.
303,헐리우드 판보다 원작이 더 잘만들었다 2시간 가량을 빠져들어 보았다.
304,분위기로 압도하는 영화로는 최고인듯
305,긴 여운이 남는 영화.. 너무 애틋한 사랑
306,서늘함과 따뜻함의 경계선과 로맨스와 우정의 경계선
307,최고의 영화 !!!!네이버직원분들 일안합니까 베스트글이 스포로 되어잇음어찌해요 버럭!!
308,사랑인줄 알지만 잔인하다. 아무렇지도 않게 감정을 이용하는 그 모든 사랑의 행동이 소름끼친다.
309,하면 안될 사랑인데 그러기엔 너무 애틋하고 사랑한다
310,영화분위기색채 다 너무 좋다 몽환적이다 렛미인 예전부터올레티비 영화에있길래 볼까말까 고민했는데..이걸 왜 이제봤지ㅜ 평점보기전까진 아빠가딸을위해 살인하는줄 알았는디 아니네..해석읽고 두번째봅니다
311,오스칼.. 너무나도 사랑스럽다
312,분위기 있는영화. 그런데 왜 스포댓글이 베스트에 올라있는건가
313,가슴아프면서 아름다운 예술영화
314,원작을 살리는 영화란 이런거다.
