,content
207,수녀등에 별 한개 있어서 1점드려요 ^^
208,컨저링 시리즈를 욕먹이는 영화.
209,스토리 뻔하고 공포는 밍밍
210,컨저링 시리즈 좋아하면 실망은안함난 너무재밌었음
211,점프스케어만 한가득.. 컨저링은 안이랬는데
212,미친듯이 무서워요...  심약자는 조심하세요
213,믿고보는 컨저링 시리즈....
214,내가 너무 컨저링 시리즈에 익숙해져서 그런가 연출도 너무 식상하고 스토리도 그닥...중후반부에 쫄리는 맛이 있어야하는데 너무 지루해서 잘 뻔...
215,진짜무서웟다인정해요....
216,역시 무섭고 스토리는 재밋군ㅎㅎ
217,Cgv 11000원 주고 봤는데 정말 영화보는내내 지루해서 졸다가 나왔습니다.공포영화를 즐겨보지만정망정말 재미없어요
218,와씨ㅠㅠㅠ 조조로 혼자봤는데여 역대급 공포체험 하고 왔습니다..
219,전체적인 분위기나 소재
220,수녀 좋아한 한남자의 고군분투 이야기 결국 발락의 부활 할수 있는 끄나풀 되버림
221,엄청 강한 수녀 악마 기대했는데 막판에 너무 사기 아이템을 쓰는 바람에 김이 빠져버림 ㅎㅎ
222,21세기에 이런 영화를 만드는 인간이나...보는 인간이나....
223,무서울 줄 알고 귀막고 봤는데 전혀 무섭지도 않더라구요
224,이런게 요즘에도 공포를 줄 수 있나? 문이 저절로 열리고 물건이 움직이고 사라졌다 나타났다를 반복하고 무슨 할로윈 복장쓰고 놀래키려고 온갖 장치를 갖다붙이기만해서 무섭기는 커녕 지루하고 유치할 뿐.. 심리를 조여주는...
225,분위기만큼은 역대급이나
226,개연성도 없고
227,이상하게 저는 한번도 안본 영화였지만 어디서 뭐가튀어나올지 다알고있었습니다 신기하죠 영화자체가 공포가 아니라 깜짝놀라는 그런장면이 매우많았습니다 컨저링 시리즈중에 가장실망스럽네요 저는 영화에서 공포를 못느꼈습니다. ...
228,생각보다 별로..깜짝 놀래키는것만 재미있음
229,이게 무섭다고????니들 토요미스테리는 아냐????
230,음 내용은 업고 갑툭튀로 놀래킬거면 좀 더 무서우면 좋겠어요
231,무슨 가족어드벤처물보는거같았음 뻔하고 재미없고 무섭지도않고....실망.
232,그닥안무섭습니다~~~~
233,무슨 70년대 공포영화같음.신부님 무덤에 갇히는 장면은 진심 70년대 영화보는줄.꼬마귀신이랑 뱀 나오는 장면도 탄식이 나오더라.전체적으로 너무 올드했다였다.진짜 컨저링이나 애나벨이 훨씬 무서움.그리고 신부님은 왜나옴...
234,수녀님 죄송하지만 안무서워요
235,댓글보고 초반에 개쫄아서 움츠리면서 봣는데 그냥 안무서움..
236,진짜 귀신의집 하다못해 사탄의인형 조차도 무서워 잘 못보시는 분들은 더넌도 보면 심장 떨어질수도..ㅋㅋ 갠적으로 저는 잘 봤어요 ㅎ
237,겁나 무서웠다능...
238,기대 안 하고 갔는데 대박 재밌었습니다  부담없이 즐기기에 좋아요
239,보는 내내 완전 소름대박이었어여;
240,다른것보다 발락나올때 브금은... 최고
241,역시 네이버 평점란 알바 개많네
242,정말 실망스러운 작품.스토리 개연성도 없고 너무부실함.발락이 생긴 이유와 수녀들이 환영인지 진짜인지 잘구분이안됨.컨저링 유니버스라는게 창피할 정도.메인 악령이라 할수 있는 발락을 이렇게 못살리다니.저스티스리그 신경끄...
243,볼만햇음 인생 심심하다 싶음 한번 보길 추천
