,content
116,샘레이미감독님 이런영화 또 만들어주세요
117,난 너무 무서웠는데ㅜ 영화관에서 볼 당시 끝나고나서도 심장이 쿵쿵쿵ㅜㅜ인상적인 영화엿었네요
118,이거 재밌는데 평점이 왜 이 따구냐.
119,가끔씩 다시봐도...샘레이미는 미쳤어
120,최근에 다시봤는데
121,평점이 너무 낮다. 믿고 보는 샘 레이미. 이런 B급 호러마저 클라스가 다르다. 영화 곳곳에 숨은 '작은 선의'들이 이 영화의 메시지라면 마지막 장면 역시 이해가 가기도.
122,8점대 중후반은 되는 영화라 생각되는데 별점 낮아서 10점 준다
123,날 이렇게 격앙하게 만든 영화는 네가 처음이야.
124,웰메이드 호러 무비. 시간 가는 줄 모르고 본 영화.
125,웃기지 않은데 웃긴다. 그리고 무섭다. 재밌기도 하고... 되게 진지하다 심령술사등... 하지만 웃긴다..
126,코미디영화 재밌게 잘봤네요.
127,이런 병맛 b급 호러영화 오랫만에 본다 ^^  7점은 충분히 되는 영화
128,코믹 공포 여러가지 짬뽕. 볼만함.
129,할망구 짜증나
130,진짜 개 쓰렉
131,시간이 진짜 순삭...마지막까지 진짜 ..이건 수작이야
132,이 영화가 재미 없다는 ㅂㅅ들은 뇌가 있는지 ㅉㅉ
133,공포가 아니라 코미디네
134,제목처럼 헬이긴 하다. 추억팔이평들 안타깝다.
135,현대판 이블데드. B급 공포무비의 수작.
136,뭐 이런 초민폐할망구가 ㅋㅋㅋㅋㅋ
137,ㅋㅋㅋㅋㅋ 빵빵 터진부분도많고 재밋었는데 나는..
138,심장이 왓다갓다~개재밋음 ㅋㅋ
139,솔직히 존나 재밌다 개빵빵터졋다 만족
140,재미있다^^몰입도너무좋았어요^^무섭기도하면서...
141,진지 하게 8점~9점 주려고했는데. 1점주는 알바들때문에 10점.
142,배우 한명한명 너무 웃기고 영화 재밌다! 추천 ㅋㅋ알리슨로먼 귀여움...
143,주인공이 이쁘다~~~주인공 남친이 최고의악마~
144,재밌게 보기 했는데 여주인공 착하고 고생했는데 결국지옥행? OO 짜증나
145,내 인생 최고의 영화들 중 한편! 자본주의라는 지옥에서 살아남으려면 스스로 악마가 되어 타인이라는 제물이 필요하다. 사회생활 조금이라도 해본 사람은 알 것이다. 이 영화는 판타지가 아니라 현실이라는 것을!
146,다 떠나서 착하게 사는 여자에게 개연성없는 저주와 욕나오는 할머니 때문에 존나 열받는게 공포엿다^^ 평론가 말대로 존너 잘만든 불량식품같은 영화
147,2009년작인데 연출너무좋습니다
148,여주 인간 쓰레기 어떻게 지가 키우던 고양이를..
149,할머니랑 만날때마다 B감성 충만해짐
150,레이미만 한 층 더 인상 깊어졌다
151,생각보다 재밌어요 ㅎㅎ 마지막에 좀 그래서 별 한개 깟어요~
152,수작 B급 공포영화..!!
153,이런말 하기 뭐하지만 괜찮은 OO은 영화 잘봤습니다
154,홀리...잘봤습니다
155,넘 재밌어요 결말이 반전
156,롤러코스터는 이 맛에 탄다.
157,시작부터 몰입 장난 아니고
158,대놓고 한 여주인공의 불행을 그려낸 악질적인 영화.  사소한 악행으로 귀신에 시달리고 지옥으로 끌려가는 류의 공포 서사는 많고 많다만
159,호러물이 A급 B급은 뭐야
160,공포영화 별로 안좋아하는데롤러코스터 탄 것 마냥 텐션이 오르락 내리락쫄깃쫄깃 가슴 졸이면서 봤다 참 재밌었다 할 수 있는 영화
161,개인적으로 배우들의 연기가 좀 아쉽긴 했지만 전반적으로 괜찮은 호러영화.
162,글쎄요. 호러 좋아하시면 심심풀이땅콩으로는 볼만함.
163,공포 만큼이나 코미디에 치중된 평점이 많은데 극장에서 본 입장에서는  점프스케어가 많아서 상당히 무섭게 본 영화입니다.어쨌든 진짜 괜찮은 영화입니다!
164,이블데드도 그렇고.. 이 감독만의 독특한 공포 색깔을 좋아하는데.. 요즘에는 왜 영화를 안 만들까....
165,너무 ㅋㅋㅋ 잼따 ㅋㅋㅋ
166,이 영화..되게 독특하고 징그럽고 무섭고 재밌게 봤다~첨 봤을 때 굉장히 충격적ㅋ;; 또 봐도 재밌던데ㅎㅎ
167,너무 복선이 보여서 결말이 유추가 되는게 아쉽다.
168,가볍게 보기좋은 공포영화..몰입도 쩜
169,공포인데 웃긴장면도많고 꿀잼영화다
170,B급감성...가볍게 볼만한 영화 완급 조절 괜찮았다
171,이건 공포라기보다 코미디에 더 가까운데???
172,공포스러우면서두 유머가 있는 골때린 영화 ㅋㅋㅋ 쌩뚱맞은 장면에 그저 웃음만 나올 뿐 ㅋㅋㅋ 뭔가 기괴하구 음울하면서두 코미디스런
173,완전 다른 공포물. 재밌다.
174,투박하면서도 완급조절이 좋다. B급 감성의 웰메이드 호러
175,공포인데 무섭지 않고 코미디가 아닌데 웃긴 영화 ㅋㅋ 정말 재미있다. 역시 재간 꾸러기 샘 레이미 형님.
176,
177,웃기게 재미있는 영화 클리셰 범벅인데 뻔하지 않게 연출된 장면들은 웃기고 기괴하며 재밌다.의도한 b급 감성은 훌륭허이..
178,라미아의 댄스타임이 제일 재미있었어요
179,이 영화를 보고 TV를 안 부수고 용캐도 참아준 제가 10점을 받아야겠습니다.
180,CG 어설픈거 제외하고는 전체척으로 괜찮았다
181,킬링타임용으로 볼만함ㅋㅋㅋ
182,진정 공포스러운 결말이지모야...
183,공포와 블랙코미디의 참신한 만남..
184,이정도면 호러물 수준에선 탑급이지.
185,할머니 배역 맡으신분 대단...
186,요로나의  저주보다 훨 낫네...
187,아직 죽지 않았다는걸 입증한 샘 레이미
188,신선한 시나리오! 감독의 독특하게 연출한 분위기와 연출!! 후반부 전개가 당황스러웠으나 결말까지 아주 흥미진진하게 봤었음!은근 유머러스함~~
189,병맛이다 진짜ㅋㅋㅋㅋ
190,겁나게 무섭다 겁나게 웃겼다 들었다 놨다 역시 샘 레이미 감독 다운 영화~~!!!
191,판타지 스러우면서도 공포스릴러가 혼합된. 재밌는 영화.꿀잼.
192,내 최고의 코미디 공포 영화 존잼존잼
193,무료 영화라 본건데 시간 가는줄 몰랐네요 ㅋㅋㅋ재밌고 무섭고 놀랍고 어이없고 ㅋㅋㅋ참신 신박한 공포 ㅎㅎㅎ!!!
194,지금까지 공포영화중 갑툭튀가 정말 압권인 영화 언제 어디서든 갑자기 튀어나오는 할머니때문에 진짜 간쫄이면서 보았다. 스토리는 정말 빈약하고 절차대로 행동한 여주에게 앙심을 품고 복수하는 할머니가 이해는 안가지만 공포...
195,은행규정 때문에 어쩔 수 없이 연장이 안되는 걸 갖구
196,이정도면 코미디요소도 있고 공포요소도 잇고 반전도있고 그냥저냥 볼만한영화임
197,잼나고만 잘만들었네  이제서야 우연히 봤음
198,처음엔 좀 황당했지만
