,content
234,ㅂㄹ1편이 훨 재밌음 원래 개연성없단 걸 알고있지만 이건 더 막장임
235,보고 감탄밖에 안나왔습니다
236,진짜 돈주고 보는게 아까울정도 1점 주는것도 아깝네요 1편은 그래도 볼만 했는데 원래 평소에 노잼이라고 해도 재밌게 잘 보는 저였는데 이번꺼는 진짜 제가봐도 아니네요 .. 여기 후기 다 알바인가요 ..
237,구라가아니고 진짜 보지마세요 그냥 보지마세여 진짜 막장에다가 내용도앖고 그냥 만약 제발 보지마요
238,노잼 개노잼 핵노잼 결말 노잼
239,1보다 못한 후속편.. 거기다.. SF세계관을 가진 공포 같지만..스릴요소나 호러 요소나 반전요소는 1편과 같은데..구성으로 보면 별로다..공포영화에 지루함을 느끼는건 오랜만..
240,진짜 핵노잼입니다 댓글알바들보고 보러갔다 속았습니다
241,세상 이딴 재미없는 영화는 처음이네요사기꾼들...10점 알바들이니 믿지 마세요
242,1편 데쟈뷰....1편처럼 신선하긴 개뿔 뭐 재미는 있었지만 1편의 리셋되는 이유가 2편에 나오는데 ...우주평행이론....머리아푸다.
243,1편만큼 발랄하다. 여주가 맘에 들어.
244,굿굿 1편보고 봤는데 재밌게 봤어요
245,공포영화는 절대 아니고
246,재밌었음 ㅋㅋㅋ 근데 다니엘이 바람폈다고 하고 그냥 엄마살아있는 차원에서 살면 안되나? 착한 로리랑 베프 먹고 살고 카터랑 잘해보면 좋을텐데
247,순탄하게 끝날 것 같으면 이 변수가~ 또 저 변수가 등장해서 헉 어떡해 ㅋㅋ 이러고 봄.재밌기만 하구만~
248,머야 ㅠㅠ2도너무재밌다  쿠키영상까지 ㅋㅋㅋ
249,전편을 재미있게 봐서 더 잘 본것 같아요~~~ 생각보다 내용이어지는게 좀 있어요. 여주님 고생 많으시다는
250,적당한 긴장감
251,가볍게 즐길수있는 B급 영화의 가족로맨스
252,1편이나 2편이나 너무 너무 재밌게 잘 봤어요!! 3편도 나오면 꼭 보고 싶네용
253,큰 기대 없이봐야 재미있어요공포물 + 코믹물
254,1을 안봐서 그런가 재미없었다.
255,정말 감탄스러운 영화였다. 루즈해지지 않은 채 초중후반을 쉴 새 없이 달리며
256,1편보다는 못하지만 볼만하네요ㅎㅎ
257,너어무 재밌게봤어요 공포영화인데 감동적이라서 많이 울었어욬ㅋ 근데 진짜 ㅠ 저는 1편보다 더 재미있었고 많은 걸 깨닫게 해줬습니다. 사랑은 그냥 믿고
258,재밌었어요 유머도있고 눈물이 찔끔나오기도 하구요!
259,재밌어요~그만의 영화세상^^
260,ㄹㅇ 노잼;보다가 그냥 나올뻔함
261,웃기지더 않고 무섭지도 않고 내용도 별로..
262,요즘 네이버 평점 믿을게 못된다. 그냥 주변지인들에게 물어보는게 더 확실하다.
263,과학 영화인줄.. 스릴러 요소 거의 없고 웃음포인트도 그닥..
264,진짜 비추천 개 쌉노잼입니다 절대 보지마세요
265,억지스러운 부분이 꽤 있으나 킬링타임용으로는 괜춘
266,영화 보고 나오는데 직원이 베이비가면쓰고 숨어있다가 놀래켜서 숨멎을뻔함 ㅋㅋㅋ
267,재밌었습니다 시간 가는줄 모르고 깜짝 놀라면서 봤어요
268,Sf영화냐 재밋긴함 근ㄷ
