,content
191,평점 왜 이리 낮지? 지금봐도 지릴만한 좀비영화의 교본같은 영화가 이딴 천대를...
192,쵝ㅎ오 좀비영화중 단연최고
193,하.... CJ 형님 ...
194,좀비영화 좋아한다면 꼭 한 번은 봐야하는 A급 좀비영화
195,CJ 싫었는데 이런 멋진 남자일줄이야..
196,개인적으로 28일 시리즈 보다 이게 훨씬 재미있음.
197,제임스 건이 각본쓰고 잭스나이더가 연출했다니...
198,영화 초반의 긴장감은 지금도 생생합니다.  좀비영화중에서 새벽의 저주
199,28일후와 새벽의 저주는 정말 좀비영화다. 다른 좀비영화들은 가짜다.이 영화는인간이 지닌 3대 욕구 를 정확히 담아냈다.다른 좀비영화는 실제로 일어나면 성욕을 일제히 차단시켜 말도 안되지만.이런세상이 온다면 당연한 ...
200,잭 스나이더는 새벽의 저주 같은 좀비물 하나 또 만들었으면...
201,12년이 지나 본 내가 한심스럽다
202,여름에 보면 딱인 영화 머리안쓰고 편하게 스릴를 즐길수 있는 영화 좀비 영화 중 가장 재밌음
203,이 쪽 장르에서 이만한 영화가 다시 나올 수 있을까
204,21세기에 나온 좀비물들 중에 탑이 아닐까 생각해봅니다!^^
205,이 영화 엔딩보고나면 우울해짐
206,개봉하고 십여년이 지났지만 아직도 이만큼 재밌는 좀비영화를 본 적이 없다. 당시 영화관에서 봤었다면 얼마나 재밌었을까라는 생각을 해본다.
207,ㄹㅇ 다시봐도 최고다 꿀잼
208,내가 좀비영화를 좋아한이유다
209,잼있긴 한데 좀 이해못할 행동에 당하는게 뭔가 어설픔.
210,좀비물 중에서 최강인듯.깔끔하다.
211,잘 만들었음. 오히려 이후 나온 좀비영화들보다 잘 만들었다고 생각함
212,언제 보아도 흥미진진한 좀비 영화의 바이블.
213,좀비를 주요소로 하면서 인간사이의 갈등까지 부가적으로 다루었던 영화 너무 재밌다
214,좀비영화중에 최고무섭고 재밌음
215,몇번을 봐도 질리지 않는 영화. 지금도 다시 보고 있어요.
216,모든 좀비 영화의 어머니
217,말이 필요없다
218,군대에서 본 영화다. 음..그냥 볼만했떤 좀비영화.
219,아  이건 평점 9점대 나왔음 좋겠다 . 봐도 봐도 재밌다.
220,말도 안되는 평점 올려주러 왔습니다 제 평점은 8.5이지만 8.35로 되어있기에 10점 드리고 가요 알바생 아니고 영화를 좋아하는 영화인입니다 ㅎㅎ
221,이 영화 또한 최고다 !!!
222,좀비영화의 가장 훌륭한 표본. 대단하고 충격적인 오프닝
223,진짜 완전 대박 작품. 스릴감 쩔고 여운이 가시질 않는다.
224,오프닝은 지금까지의 좀비 영화중 최고~~
225,새벽의저주
226,좀비 영화중에 스토리나 스릴 액션 모두 만점... 여자 조연이 개 데리러 나가는건 좀 오바라서 거시기했음...
227,하 니콜년 저년은 걍 OOO 냅뒀어야하는데
228,연기가 2점인데스토리가
229,좀비 영화의 정석
230,좀비영화중 갑아님? 최고
231,감독인 잭 스나이더와 각본을 쓴 제임스 건. 잭형은 DC 영화 만들면서 욕이란 욕은 다 먹고 있고
232,부산행보고 한국영화치고 잘만들었다고 생각했었는데 새벽의 저주를 보니까 왜 좀비 영화의 바이블이라고 하는지 알겠네... 구성
233,지금 봐도 참 잘만들었다 끈임없이 몰아부치는 다른 좀비영화와 다르게 중간에 릴랙스 타임이 색다르게 다가왔고 단순 좀비vs인간 싸움이 아닌 극한 상황에 달했을때 인간의 심리묘사가 이 영화의 진짜 묘미
234,근래 나온 최고의 좀비영화
235,2004년작이라니.... 엄청오래된거엿구나. 정말 잘만들었다~ 역시..한곳에서 오래 버티는건 무리지. 슬프다. 어딜가나 있네. 그냥 죽어야 편히 안식할수있는건가. 결국 마지막에도... 좀비가 우글하구나.
236,cj 의리의리한 상남자 진심 멋있다
237,개인적으로 최고라 할 수 있는 좀비 영화~
238,괜찮았다. 집중도 잘되고 크흐 워킹데드의 모태가 되는 거 같다. ㅋㅋ
239,이런 명작이 부산행보다 평점이 낮다니...
240,좀비 영화의 정석 그 자체
241,미국인들은 영웅주의 그런거 있는듯. 괜한 오지랖으로 주변 여러사람들에게 피해를 줌.
242,지금까지 이만한 좀비영화는 아직까지 본적이없다
243,아무리봐도 명작이다. 결말도 가장 합리적이고 깔끔하고
244,역시 좀비물영화중 객관적으로 베스트 넘버원 작품답다..  스릴넘치고 엉성한부분 없고  정말잘만듬
245,2번째 봤는데 괜찮았다ㅎㅎ
246,짜증나고 불쾌해서 도저히 볼수 없었던 영화 아진짜 재밋다는 사람들 궁금하다
247,처음 희생자들을 들인거야 감염원을 몰랐으니 그렇다쳐도 강아지구하러가서 동료들다 조지게한 년은 진짜 불태워버리고싶었다. 결말까지 완벽 좀비영화의 바이블인건 인정
248,좀비 영화 10몇개 봤는데 제일 재밌어요
